tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
51298	Myotis myotis	118651812	0	live	LOC118651812		Parkinson disease protein 7-like			Un	NW_023416335.1	126646414	126648413	plus	0		
38674	Onychomys torridus	118579451	0	live	LOC118579451		Parkinson disease protein 7 homolog			3	NC_050445.1	61904209	61904789	minus	0		
61156	Arvicanthis niloticus	117707450	0	live	LOC117707450		Parkinson disease protein 7 homolog			4	NC_047661.1	116703210	116703693	minus	0		
61156	Arvicanthis niloticus	117693419	0	live	LOC117693419		Parkinson disease protein 7 homolog			21	NC_047678.1	512876	513521	plus	0		
81572	Hylobates moloch	116474241	0	live	LOC116474241		Parkinson disease protein 7 homolog			Un	NW_026652285.1	68378069	68379532	plus	0		
81572	Hylobates moloch	116462053	0	live	LOC116462053		Parkinson disease protein 7 homolog			Un	NW_026652297.1	2452241	2453956	minus	0		
81572	Hylobates moloch	116460381	0	live	LOC116460381		Parkinson disease protein 7-like			Un	NW_026652295.1	311843	312599	minus	0		
9644	Ursus arctos	113255921	0	live	LOC113255921		Parkinson disease protein 7 homolog			Un	NW_026622886.1	44532266	44532830	minus	0		
9601	Pongo abelii	112135815	0	live	LOC112135815		Parkinson disease protein 7 homolog			10	NC_071995.2	47370160	47375413	plus	0		
105785	Cryptotermes secundus	111873884	0	live	LOC111873884	B7P43_G01463, PDDC1	glutamine amidotransferase-like class 1 domain-containing protein 1	glutamine amidotransferase-like class 1 domain-containing protein 1|Parkinson disease 7 domain-containing protein 1		Un	NW_019721002.1	1735719	1740513	plus	8		
50429	Stylophora pistillata	111322833	0	live	LOC111322833	AWC38_SpisGene4168, pddc1	glutamine amidotransferase-like class 1 domain-containing protein 1	glutamine amidotransferase-like class 1 domain-containing protein 1|Parkinson disease 7 domain-containing protein 1		Un	NW_019217825.1	146098	151368	minus	8		
136037	Zootermopsis nevadensis	110828927	0	live	LOC110828927	L798_05001	glutamine amidotransferase-like class 1 domain-containing protein 1	glutamine amidotransferase-like class 1 domain-containing protein 1|Parkinson disease 7 domain-containing protein 1		Un	NW_019059753.1	724801	736034	plus	8		
10047	Meriones unguiculatus	110559372	0	live	LOC110559372		Parkinson disease protein 7 homolog			2	NC_083350.1	103484975	103486026	plus	0		
38626	Phascolarctos cinereus	110192584	0	live	LOC110192584		Parkinson disease 7 domain-containing protein 1 pseudogene			Un	NW_018344099.1	7752142	7782533	plus	0		
9595	Gorilla gorilla gorilla	109029001	0	live	LOC109029001		Parkinson disease protein 7 homolog			10	NC_073234.2	51741540	51742679	minus	0		
9595	Gorilla gorilla gorilla	109028151	0	live	LOC109028151		Parkinson disease protein 7 homolog			13	NC_073237.2	92365055	92368713	plus	0		
2715852	Cebus imitator	108316974	0	live	LOC108316974		Parkinson disease protein 7 homolog			Un	NW_016107511.1	2472475	2473915	minus	0		
2715852	Cebus imitator	108316060	0	live	LOC108316060		Parkinson disease protein 7 homolog			Un	NW_016107496.1	1459905	1460629	plus	0		
2715852	Cebus imitator	108302950	0	live	LOC108302950		Parkinson disease protein 7-like			Un	NW_016107358.1	4915768	4917013	minus	0		
2715852	Cebus imitator	108295193	0	live	LOC108295193		Parkinson disease protein 7 homolog			Un	NW_016107938.1	352301	357478	plus	0		
307959	Sinocyclocheilus rhinocerous	107754364	0	live	LOC107754364		Parkinson disease 7 domain-containing protein 1-like			Un	NW_015641041.1	525615	529968	minus	0		
1608454	Sinocyclocheilus anshuiensis	107655135	0	live	LOC107655135		Parkinson disease 7 domain-containing protein 1-like			Un	NW_015548244.1	752864	754783	plus	0		
9365	Erinaceus europaeus	107522625	0	live	LOC107522625		Parkinson disease protein 7 homolog			4	NC_080165.1	122797749	122800109	minus	0		
9541	Macaca fascicularis	107129650	0	live	LOC107129650		Parkinson disease protein 7 homolog			4	NC_052258.1	321968	327803	minus	0		
37293	Aotus nancymaae	105731303	0	live	LOC105731303		Parkinson disease protein 7-like			Un	NW_026988447.1	37912523	37913089	plus	0		
37293	Aotus nancymaae	105725722	0	live	LOC105725722		Parkinson disease protein 7 homolog			Un	NW_026988513.1	2025720	2031762	plus	0		
37293	Aotus nancymaae	105725714	0	live	LOC105725714		Parkinson disease protein 7-like			Un	NW_026988415.1	56442713	56443386	plus	0		
37293	Aotus nancymaae	105709377	0	live	LOC105709377		Parkinson disease protein 7-like			Un	NW_026988428.1	33348430	33354290	plus	0		
37293	Aotus nancymaae	105708731	0	live	LOC105708731		Parkinson disease protein 7-like			Un	NW_026988465.1	7665401	7666241	plus	0		
37293	Aotus nancymaae	105705221	0	live	LOC105705221		Parkinson disease protein 7-like			Un	NW_026988460.1	26608519	26609115	minus	0		
29159	Crassostrea gigas	105339264	0	live	LOC105339264	CGI_10005149	glutamine amidotransferase-like class 1 domain-containing protein 1	glutamine amidotransferase-like class 1 domain-containing protein 1|Parkinson disease 7 domain-containing protein 1		8	NC_047566.1	3461559	3469288	minus	9		
29159	Crassostrea gigas	105328547	0	live	LOC105328547	CGI_10028704	glutamine amidotransferase-like class 1 domain-containing protein 1	glutamine amidotransferase-like class 1 domain-containing protein 1|Parkinson disease 7 domain-containing protein 1		8	NC_047566.1	3215102	3219562	plus	7		
9837	Camelus bactrianus	105064977	0	live	LOC105064977		Parkinson disease protein 7 homolog			Un	NW_011512127.1	422037	422604	minus	0		
9598	Pan troglodytes	104001546	0	live	LOC104001546		Parkinson disease protein 7 homolog			10	NC_072408.2	46272978	46274221	minus	0		
9601	Pongo abelii	103891501	0	live	LOC103891501		Parkinson disease protein 7 homolog			13	NC_071998.2	87047689	87051422	plus	0		
9483	Callithrix jacchus	103792166	0	live	LOC103792166		Parkinson disease protein 7 homolog			1	NC_071442.1	78575614	78578065	plus	0		
9483	Callithrix jacchus	103789861	0	live	LOC103789861		Parkinson disease protein 7 homolog			22	NC_071463.1	19732836	19733538	plus	0		
9597	Pan paniscus	103782858	0	live	LOC103782858		Parkinson disease protein 7 homolog			10	NC_073259.2	44587724	44596686	minus	0		
29073	Ursus maritimus	103656823	0	live	LOC103656823		Parkinson disease protein 7 homolog			Un	NW_024424564.1	6193966	6194551	plus	0		
9798	Equus przewalskii	103542017	0	live	LOC103542017		Parkinson disease 7 domain-containing protein 1 pseudogene			Un	NW_007678921.1	24892	25697	minus	0		
60711	Chlorocebus sabaeus	103239469	0	live	LOC103239469		Parkinson disease protein 7 homolog			Un	NW_023666037.1	200284136	200285728	minus	0		
13146	Melopsittacus undulatus	101868399	0	live	LOC101868399	PDDC1	glutamine amidotransferase class 1 domain containing 1	glutamine amidotransferase-like class 1 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		4	NC_047530.1	520401	526866	minus	8		
9669	Mustela putorius furo	101681476	0	live	LOC101681476		Parkinson disease protein 7 homolog			Un	NW_025422127.1	9139648	9152968	minus	0		
9371	Echinops telfairi	101655061	0	live	LOC101655061		Parkinson disease protein 7 homolog			Un	NW_022104553.1	20765251	20765811	minus	0		
9978	Ochotona princeps	101516083	0	live	LOC101516083		Parkinson disease protein 7 homolog			18	NC_080849.1	9598597	9599141	plus	0		
9361	Dasypus novemcinctus	101445205	0	live	LOC101445205		Parkinson disease protein 7 homolog			12	NC_080684.1	109587710	109588279	plus	0		
9361	Dasypus novemcinctus	101440952	0	live	LOC101440952		Parkinson disease protein 7 homolog			4	NC_080676.1	305452	306067	plus	0		
9361	Dasypus novemcinctus	101414863	0	live	LOC101414863		Parkinson disease protein 7 homolog			6	NC_080678.1	55335937	55336505	minus	0		
73337	Ceratotherium simum simum	101394108	0	live	LOC101394108		Parkinson disease 7 domain-containing protein 1 pseudogene			Un	NW_004454159.1	36658788	36676383	minus	0		
27679	Saimiri boliviensis	101053387	0	live	LOC101053387		Parkinson disease protein 7-like			Un	NW_024100924.1	64508209	64508898	plus	0		
27679	Saimiri boliviensis	101052769	0	live	LOC101052769		Parkinson disease protein 7 homolog			Un	NW_024100952.1	666513	667113	minus	0		
27679	Saimiri boliviensis	101031353	0	live	LOC101031353		Parkinson disease protein 7-like			Un	NW_024100952.1	10600395	10600970	plus	0		
9646	Ailuropoda melanoleuca	100464992	0	live	LOC100464992		Parkinson disease protein 7 homolog			15	NC_048232.1	39113945	39117337	plus	0		
9483	Callithrix jacchus	100395556	0	live	LOC100395556		Parkinson disease protein 7 homolog			4	NC_071445.1	29755600	29769389	plus	0		
9606	Homo sapiens	120892	0	live	LRRK2	AURA17, DARDARIN, PARK8, RIPK7, ROCO2	leucine rich repeat kinase 2	leucine-rich repeat serine/threonine-protein kinase 2|augmented in rheumatoid arthritis 17	12q12	12	NC_000012.12	40224997	40369285	plus	53	609007	
9606	Homo sapiens	1609	0	live	DGKQ	DAGK, DAGK4, DAGK7	diacylglycerol kinase theta	diacylglycerol kinase theta|DAG kinase theta|DGK-theta|DGKtheta|diacylglycerol kinase, theta 110kDa|diglyceride kinase theta|testis tissue sperm-binding protein Li 38a	4p16.3	4	NC_000004.12	958887	973569	minus	25	601207	
9606	Homo sapiens	2629	0	live	GBA1	GBA, GCB, GLUC	glucosylceramidase beta 1	lysosomal acid glucosylceramidase|D-glucosyl-N-acylsphingosine glucohydrolase|SGTase|acid beta-glucosidase|alglucerase|beta-GC|beta-glucocerebrosidase|beta-glucosylceramidase 1|cholesterol glucosyltransferase|cholesteryl-beta-glucosidase|glucocerebrosidase|glucosidase, beta, acid|glucosylceramidase-like protein|imiglucerase|lysosomal acid GCase|lysosomal cholesterol glycosyltransferase|lysosomal galactosylceramidase|lysosomal glucocerebrosidase|lysosomal glycosylceramidase	1q22	1	NC_000001.11	155234452	155244627	minus	12	606463	
9606	Homo sapiens	65018	0	live	PINK1	BRPK, PARK6	PTEN induced kinase 1	serine/threonine-protein kinase PINK1, mitochondrial|PTEN induced putative kinase 1|PTEN-induced putative kinase protein 1|protein kinase BRPK	1p36.12	1	NC_000001.11	20633458	20651511	plus	8	608309	
9606	Homo sapiens	55737	0	live	VPS35	MEM3, PARK17	VPS35 retromer complex component	vacuolar protein sorting-associated protein 35|hVPS35|maternal-embryonic 3|vacuolar protein sorting 35 homolog	16q11.2	16	NC_000016.10	46656132	46689178	minus	17	601501	
9606	Homo sapiens	7345	0	live	UCHL1	HEL-117, HEL-S-53, NDGOA, PARK5, PGP 9.5, PGP9.5, PGP95, SPG79, SPG79A, UCHL-1, Uch-L1	ubiquitin C-terminal hydrolase L1	ubiquitin carboxyl-terminal hydrolase isozyme L1|epididymis luminal protein 117|epididymis secretory protein Li 53|neuron cytoplasmic protein 9.5|ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)|ubiquitin thioesterase L1|ubiquitin thiolesterase	4p13	4	NC_000004.12	41256928	41268455	plus	9	191342	
9606	Homo sapiens	4929	0	live	NR4A2	HZF-3, IDLDP, NOT, NURR1, RNR1, TINUR	nuclear receptor subfamily 4 group A member 2	nuclear receptor subfamily 4 group A member 2|NGFI-B/nur77 beta-type transcription factor homolog|T-cell nuclear receptor NOT|immediate-early response protein NOT|intermediate-early receptor protein|nuclear receptor related 1|nur related protein-1, human homolog of|orphan nuclear receptor NR4A2|orphan nuclear receptor NURR1|transcriptionally inducible nuclear receptor related 1|transcriptionally-inducible nuclear receptor	2q24.1	2	NC_000002.12	156324437	156332721	minus	8	601828	
9606	Homo sapiens	1981	0	live	EIF4G1	EIF-4G1, EIF4F, EIF4G, EIF4GI, P220, PARK18	eukaryotic translation initiation factor 4 gamma 1	eukaryotic translation initiation factor 4 gamma 1|EIF4-gamma|eIF-4-gamma 1|eucaryotic translation initiation factor 4G	3q27.1	3	NC_000003.12	184314606	184335358	plus	34	600495	
9606	Homo sapiens	9627	0	live	SNCAIP	SYPH1, Sph1	synuclein alpha interacting protein	synphilin-1	5q23.2	5	NC_000005.10	122311353	122464219	plus	21	603779	
9606	Homo sapiens	27429	0	live	HTRA2	MGCA8, OMI, PARK13, PRSS25	HtrA serine peptidase 2	serine protease HTRA2, mitochondrial|HtrA-like serine protease|Omi stress-regulated endoprotease|epididymis secretory sperm binding protein|high temperature requirement protein A2|protease, serine, 25|serine protease 25|serine proteinase OMI	2p13.1	2	NC_000002.12	74529405	74533556	plus	8	606441	
9606	Homo sapiens	6311	0	live	ATXN2	ATX2, SCA2, TNRC13	ataxin 2	ataxin-2|spinocerebellar ataxia type 2 protein|trinucleotide repeat-containing gene 13 protein	12q24.12	12	NC_000012.12	111452214	111599673	minus	27	601517	
9606	Homo sapiens	51142	0	live	CHCHD2	C7orf17, MIX17B, MNRR1, NS2TP, PARK22	coiled-coil-helix-coiled-coil-helix domain containing 2	coiled-coil-helix-coiled-coil-helix domain-containing protein 2|16.7kD protein|HCV NS2 trans-regulated protein|MIX17 homolog B|aging-associated gene 10 protein|coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial|mitochondria nuclear retrograde regulator 1|mitochondrial nuclear retrograde regulator 1	7p11.2	7	NC_000007.14	56101573	56106476	minus	4	616244	
9606	Homo sapiens	4287	0	live	ATXN3	AT3, ATX3, JOS, MJD, MJD1, SCA3	ataxin 3	ataxin-3|Machado-Joseph disease protein 1|josephin|olivopontocerebellar ataxia 3|spinocerebellar ataxia type 3 protein	14q32.12	14	NC_000014.9	92044775	92106582	minus	17	607047	
9606	Homo sapiens	126	0	live	ADH1C	ADH3	alcohol dehydrogenase 1C (class I), gamma polypeptide	alcohol dehydrogenase 1C|ADH, gamma subunit|alcohol dehydrogenase 3 (class I), gamma polypeptide|aldehyde reductase	4q23	4	NC_000004.12	99336497	99352746	minus	9	103730	
9606	Homo sapiens	8398	0	live	PLA2G6	CaI-PLA2, GVI, INAD1, IPLA2-VIA, NBIA2, NBIA2A, NBIA2B, PARK14, PLA2, PNPLA9, iPLA2, iPLA2beta	phospholipase A2 group VI	85/88 kDa calcium-independent phospholipase A2|2-lysophosphatidylcholine acylhydrolase|85 kDa calcium-independent phospholipase A2|GVI PLA2|iPLA2-beta|intracellular membrane-associated calcium-independent phospholipase A2 beta|neurodegeneration with brain iron accumulation 2|palmitoyl-CoA hydrolase|patatin-like phospholipase domain-containing protein 9|phospholipase A2, group VI (cytosolic, calcium-independent)	22q13.1	22	NC_000022.11	38111495	38181830	minus	18	603604	
9606	Homo sapiens	6908	0	live	TBP	GTF2D, GTF2D1, HDL4, SCA171, TFIID, TBP	TATA-box binding protein	TATA-box-binding protein|TATA sequence-binding protein|TATA-box binding protein N-terminal domain|TATA-box factor|transcription initiation factor TFIID TBP subunit	6q27	6	NC_000006.12	170554369	170572859	plus	8	600075	
9606	Homo sapiens	2580	0	live	GAK	DNAJ26, DNAJC26	cyclin G associated kinase	cyclin-G-associated kinase|auxilin-2	4p16.3	4	NC_000004.12	849277	932316	minus	33	602052	
9606	Homo sapiens	5660	0	live	PSAP	GLBA, PARK24D, SAP1, SAP2, PSAP	prosaposin	prosaposin|precursor of saposins|proactivator polypeptide|saposin-A|saposin-B|saposin-C|saposin-D|sphingolipid activator protein-1|sphingolipid activator protein-2	10q22.1	10	NC_000010.11	71816298	71851251	minus	15	176801	
9606	Homo sapiens	5524	0	live	PTPA	PARK25, PP2A, PPP2R4, PR53	protein phosphatase 2 phosphatase activator	serine/threonine-protein phosphatase 2A activator|PP2A phosphatase activator|phosphotyrosyl phosphatase activator|protein phosphatase 2 regulatory subunit 4|protein phosphatase 2A activator, regulatory subunit 4|protein phosphatase 2A regulatory subunit 4|protein phosphatase 2A, regulatory subunit B' (PR 53)|serine/threonine-protein phosphatase 2A regulatory subunit B'	9q34.11	9	NC_000009.12	129110950	129148946	plus	13	600756	
